Mes,A¤o,Estado Origen,Estado Destino,Ciudad Origen,Ciudad Destino,Compa¤ia Transportadora,Tipo de Transporte,Tipo de combustible usado,Tipo de Movimiento,Costo(Pesos),Carga Maxima(TON),Rendimiento por litro,Costo del diesel,Tiempo en Transito,,
Octubre,2015,GT,GT,CELAYA,SILAO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,2400,3.5,,,1.5,,
Octubre,2015,GT,GT,CELAYA,LEON,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,3000,3.5,,,2,,
Octubre,2015,GT,GT,CELAYA,GUANAJUATO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,2550,3.5,,,1.5,,
Octubre,2015,GT,JC,CELAYA,GUADALAJARA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,5250,3.5,,,4.5,,
Octubre,2015,GT,ZS,CELAYA,ZACATECAS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,5775,3.5,,,5.5,,
Octubre,2015,GT,ZS,CELAYA,ZACATECAS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,6750,3.5,,,5.5,,
Octubre,2015,GT,SP,CELAYA,SAN LUIS POTOSI,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,4800,3.5,,,3.6,,
Octubre,2015,GT,CO,CELAYA,RAMOS ARIZPE,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,9750,3.5,,,10,,
Octubre,2015,GT,CO,CELAYA,TORREON,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,10800,3.5,,,11,,
Octubre,2015,GT,NL,CELAYA,MONTERREY,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,11250,3.5,,,11,,
Octubre,2015,GT,TM,CELAYA,REYNOSA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12300,3.5,,,14,,
Octubre,2015,GT,TM,CELAYA,MATAMOROS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12300,3.5,,,12.5,,
Octubre,2015,GT,TM,CELAYA,NUEVO LAREDO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,13500,3.5,,,13.7,,
Octubre,2015,GT,MS,SILAO,CUERNAVACA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,3750,3.5,,,7,,
Octubre,2015,GT,DF,SILAO,CIUDAD DE MEXICO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,6750,3.5,,,5,,
Octubre,2015,GT,TL,SILAO,TLAXCALA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,7200,3.5,,,6.5,,
Octubre,2015,GT,QO,SILAO,QUERETARO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,2250,3.5,,,2,,
Octubre,2015,GT,GT,SILAO,CELAYA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,2700,3.5,,,1.5,,
Octubre,2015,GT,GT,SILAO,LEON,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,1800,3.5,,,1.5,,
Octubre,2015,GT,GT,SILAO,GUANAJUATO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,1800,3.5,,,1,,
Octubre,2015,GT,JC,SILAO,GUADALAJARA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,5250,3.5,,,3.7,,
Octubre,2015,GT,ZS,SILAO,ZACATECAS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,6000,3.5,,,4,,
Octubre,2015,GT,ZS,SILAO,ZACATECAS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,6000,3.5,,,4,,
Octubre,2015,GT,SP,SILAO,SAN LUIS POTOSI,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,4250,3.5,,,2.3,,
Octubre,2015,GT,CO,SILAO,RAMOS ARIZPE,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,9750,3.5,,,8.6,,
Octubre,2015,GT,CO,SILAO,TORREON,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,9750,3.5,,,10,,
Octubre,2015,GT,NL,SILAO,MONTERREY,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,10200,3.5,,,12,,
Octubre,2015,GT,TM,SILAO,REYNOSA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,11250,3.5,,,12.5,,
Octubre,2015,GT,TM,SILAO,MATAMOROS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,11250,3.5,,,11.5,,
Octubre,2015,GT,TM,SILAO,NUEVO LAREDO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12750,3.5,,,12.5,,
Octubre,2015,GT,MS,LEON,CUERNAVACA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,7800,3.5,,,7,,
Octubre,2015,GT,DF,LEON,CIUDAD DE MEXICO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,7950,3.5,,,5.5,,
Octubre,2015,GT,TL,LEON,TLAXCALA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,8250,3.5,,,7.5,,
Octubre,2015,GT,QO,LEON,QUERETARO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,3000,3.5,,,2.5,,
Octubre,2015,GT,GT,LEON,CELAYA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,3750,3.5,,,2,,
Octubre,2015,GT,GT,LEON,SILAO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,2250,3.5,,,1,,
Octubre,2015,GT,GT,LEON,GUANAJUATO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,2835,3.5,,,1,,
Octubre,2015,GT,JC,LEON,GUADALAJARA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,5250,3.5,,,3.5,,
Octubre,2015,GT,ZS,LEON,ZACATECAS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,5250,3.5,,,3.5,,
Octubre,2015,GT,ZS,LEON,ZACATECAS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,5775,3.5,,,3.5,,
Octubre,2015,GT,SP,LEON,SAN LUIS POTOSI,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,4200,3.5,,,3,,
Octubre,2015,GT,CO,LEON,RAMOS ARIZPE,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,9750,3.5,,,9.5,,
Octubre,2015,GT,CO,LEON,TORREON,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,9750,3.5,,,9,,
Octubre,2015,GT,NL,LEON,MONTERREY,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,10500,3.5,,,10,,
Octubre,2015,GT,TM,LEON,REYNOSA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12000,3.5,,,12.5,,
Octubre,2015,GT,TM,LEON,MATAMOROS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12750,3.5,,,12.5,,
Octubre,2015,GT,TM,LEON,NUEVO LAREDO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,13500,3.5,,,13.5,,
Octubre,2015,GT,MS,GUANAJUATO,CUERNAVACA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,7500,3.5,,,6.5,,
Octubre,2015,GT,DF,GUANAJUATO,CIUDAD DE MEXICO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,6750,3.5,,,5,,
Octubre,2015,GT,TL,GUANAJUATO,TLAXCALA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,8250,3.5,,,7,,
Octubre,2015,GT,QO,GUANAJUATO,QUERETARO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,2250,3.5,,,2,,
Octubre,2015,GT,GT,GUANAJUATO,CELAYA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,2700,3.5,,,1.5,,
Octubre,2015,GT,GT,GUANAJUATO,SILAO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,2250,3.5,,,1,,
Octubre,2015,GT,GT,GUANAJUATO,LEON,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,2250,3.5,,,1,,
Octubre,2015,GT,JC,GUANAJUATO,GUADALAJARA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,5250,3.5,,,4,,
Octubre,2015,GT,ZS,GUANAJUATO,ZACATECAS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,5700,3.5,,,4.5,,
Octubre,2015,GT,ZS,GUANAJUATO,ZACATECAS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,6000,3.5,,,4.5,,
Octubre,2015,GT,SP,GUANAJUATO,SAN LUIS POTOSI,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,4200,3.5,,,2.7,,
Octubre,2015,GT,CO,GUANAJUATO,RAMOS ARIZPE,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,9000,3.5,,,9,,
Octubre,2015,GT,CO,GUANAJUATO,TORREON,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,9750,3.5,,,10,,
Octubre,2015,GT,NL,GUANAJUATO,MONTERREY,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,10500,3.5,,,10,,
Octubre,2015,GT,TM,GUANAJUATO,REYNOSA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12000,3.5,,,12.5,,
Octubre,2015,GT,TM,GUANAJUATO,MATAMOROS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12000,3.5,,,12.5,,
Octubre,2015,GT,TM,GUANAJUATO,NUEVO LAREDO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12750,3.5,,,14,,
Octubre,2015,JC,MS,GUADALAJARA,CUERNAVACA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,10500,3.5,,,8.5,,
Octubre,2015,JC,DF,GUADALAJARA,CIUDAD DE MEXICO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,10200,3.5,,,8,,
Octubre,2015,JC,TL,GUADALAJARA,TLAXCALA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,11250,3.5,,,9,,
Octubre,2015,JC,QO,GUADALAJARA,QUERETARO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,5100,3.5,,,5,,
Octubre,2015,JC,GT,GUADALAJARA,CELAYA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,7500,3.5,,,4.5,,
Octubre,2015,JC,GT,GUADALAJARA,SILAO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,6750,3.5,,,3.7,,
Octubre,2015,JC,GT,GUADALAJARA,LEON,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,6300,3.5,,,3.5,,
Octubre,2015,JC,GT,GUADALAJARA,GUANAJUATO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,7500,3.5,,,4,,
Octubre,2015,JC,ZS,GUADALAJARA,ZACATECAS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,7500,3.5,,,5,,
Octubre,2015,JC,ZS,GUADALAJARA,ZACATECAS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,8250,3.5,,,5,,
Octubre,2015,JC,SP,GUADALAJARA,SAN LUIS POTOSI,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,7500,3.5,,,5,,
Octubre,2015,JC,CO,GUADALAJARA,RAMOS ARIZPE,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12000,3.5,,,11.5,,
Octubre,2015,JC,CO,GUADALAJARA,TORREON,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12300,3.5,,,11,,
Octubre,2015,JC,NL,GUADALAJARA,MONTERREY,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,13500,3.5,,,11,,
Octubre,2015,JC,TM,GUADALAJARA,REYNOSA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,18000,3.5,,,15,,
Octubre,2015,JC,TM,GUADALAJARA,MATAMOROS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,18000,3.5,,,14,,
Octubre,2015,JC,TM,GUADALAJARA,NUEVO LAREDO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,20250,3.5,,,15,,
Octubre,2015,ZS,MS,ZACATECAS,CUERNAVACA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12000,3.5,,,10,,
Octubre,2015,ZS,DF,ZACATECAS,CIUDAD DE MEXICO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,10950,3.5,,,9,,
Octubre,2015,ZS,TL,ZACATECAS,TLAXCALA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12000,3.5,,,11,,
Octubre,2015,ZS,QO,ZACATECAS,QUERETARO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,6000,3.5,,,6,,
Octubre,2015,ZS,GT,ZACATECAS,CELAYA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,8250,3.5,,,5.5,,
Octubre,2015,ZS,GT,ZACATECAS,SILAO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,7500,3.5,,,4,,
Octubre,2015,ZS,GT,ZACATECAS,LEON,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,6750,3.5,,,3.5,,
Octubre,2015,ZS,GT,ZACATECAS,GUANAJUATO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,7500,3.5,,,4.5,,
Octubre,2015,ZS,JC,ZACATECAS,GUADALAJARA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,7500,3.5,,,5,,
Octubre,2015,ZS,ZS,ZACATECAS,ZACATECAS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,3750,3.5,,,1,,
Octubre,2015,ZS,SP,ZACATECAS,SAN LUIS POTOSI,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,6000,3.5,,,3,,
Octubre,2015,ZS,CO,ZACATECAS,RAMOS ARIZPE,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,8250,3.5,,,5,,
Octubre,2015,ZS,CO,ZACATECAS,TORREON,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,8250,3.5,,,6,,
Octubre,2015,ZS,NL,ZACATECAS,MONTERREY,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,9750,3.5,,,6.5,,
Octubre,2015,ZS,TM,ZACATECAS,REYNOSA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12000,3.5,,,9.5,,
Octubre,2015,ZS,TM,ZACATECAS,MATAMOROS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,13500,3.5,,,11,,
Octubre,2015,ZS,TM,ZACATECAS,NUEVO LAREDO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12750,3.5,,,9.5,,
Octubre,2015,ZS,MS,ZACATECAS,CUERNAVACA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12750,3.5,,,10,,
Octubre,2015,ZS,DF,ZACATECAS,CIUDAD DE MEXICO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,4500,3.5,,,9,,
Octubre,2015,ZS,TL,ZACATECAS,TLAXCALA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,13500,3.5,,,11,,
Octubre,2015,ZS,QO,ZACATECAS,QUERETARO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,6750,3.5,,,6,,
Octubre,2015,ZS,GT,ZACATECAS,CELAYA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,9750,3.5,,,5.5,,
Octubre,2015,ZS,GT,ZACATECAS,SILAO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,8250,3.5,,,4,,
Octubre,2015,ZS,GT,ZACATECAS,LEON,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,7500,3.5,,,3.5,,
Octubre,2015,ZS,GT,ZACATECAS,GUANAJUATO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,9000,3.5,,,4.5,,
Octubre,2015,ZS,JC,ZACATECAS,GUADALAJARA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,9000,3.5,,,5,,
Octubre,2015,ZS,ZS,ZACATECAS,ZACATECAS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,4200,3.5,,,1,,
Octubre,2015,ZS,SP,ZACATECAS,SAN LUIS POTOSI,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,7500,3.5,,,3,,
Octubre,2015,ZS,CO,ZACATECAS,RAMOS ARIZPE,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,9000,3.5,,,5,,
Octubre,2015,ZS,CO,ZACATECAS,TORREON,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,8250,3.5,,,6,,
Octubre,2015,ZS,NL,ZACATECAS,MONTERREY,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,9750,3.5,,,6.5,,
Octubre,2015,ZS,TM,ZACATECAS,REYNOSA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12000,3.5,,,9.5,,
Octubre,2015,ZS,TM,ZACATECAS,MATAMOROS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,13500,3.5,,,11,,
Octubre,2015,ZS,TM,ZACATECAS,NUEVO LAREDO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12750,3.5,,,9.5,,
Octubre,2015,SP,MS,SAN LUIS POTOSI,CUERNAVACA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,9000,3.5,,,7,,
Octubre,2015,SP,DF,SAN LUIS POTOSI,CIUDAD DE MEXICO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,7500,3.5,,,6,,
Octubre,2015,SP,TL,SAN LUIS POTOSI,TLAXCALA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,9000,3.5,,,7.5,,
Octubre,2015,SP,QO,SAN LUIS POTOSI,QUERETARO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,4800,3.5,,,3,,
Octubre,2015,SP,GT,SAN LUIS POTOSI,CELAYA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,5250,3.5,,,3.6,,
Octubre,2015,SP,GT,SAN LUIS POTOSI,SILAO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,4500,3.5,,,2.3,,
Octubre,2015,SP,GT,SAN LUIS POTOSI,LEON,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,4500,3.5,,,3,,
Octubre,2015,SP,GT,SAN LUIS POTOSI,GUANAJUATO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,4500,3.5,,,2.7,,
Octubre,2015,SP,JC,SAN LUIS POTOSI,GUADALAJARA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,6000,3.5,,,5,,
Octubre,2015,SP,ZS,SAN LUIS POTOSI,ZACATECAS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,4500,3.5,,,3,,
Octubre,2015,SP,ZS,SAN LUIS POTOSI,ZACATECAS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,5250,3.5,,,3,,
Octubre,2015,SP,CO,SAN LUIS POTOSI,RAMOS ARIZPE,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,8250,3.5,,,7,,
Octubre,2015,SP,CO,SAN LUIS POTOSI,TORREON,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,9750,3.5,,,8.5,,
Octubre,2015,SP,NL,SAN LUIS POTOSI,MONTERREY,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,9000,3.5,,,7.5,,
Octubre,2015,SP,TM,SAN LUIS POTOSI,REYNOSA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,10500,3.5,,,10,,
Octubre,2015,SP,TM,SAN LUIS POTOSI,MATAMOROS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,10500,3.5,,,9,,
Octubre,2015,SP,TM,SAN LUIS POTOSI,NUEVO LAREDO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,11250,3.5,,,10.3,,
Octubre,2015,CO,MS,RAMOS ARIZPE,CUERNAVACA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12750,3.5,,,13,,
Octubre,2015,CO,DF,RAMOS ARIZPE,CIUDAD DE MEXICO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12000,3.5,,,12,,
Octubre,2015,CO,TL,RAMOS ARIZPE,TLAXCALA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12750,3.5,,,14,,
Octubre,2015,CO,QO,RAMOS ARIZPE,QUERETARO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,9000,3.5,,,10,,
Octubre,2015,CO,GT,RAMOS ARIZPE,CELAYA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,9750,3.5,,,10,,
Octubre,2015,CO,GT,RAMOS ARIZPE,SILAO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,9750,3.5,,,9,,
Octubre,2015,CO,GT,RAMOS ARIZPE,LEON,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,9000,3.5,,,9,,
Octubre,2015,CO,GT,RAMOS ARIZPE,GUANAJUATO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,9300,3.5,,,9,,
Octubre,2015,CO,JC,RAMOS ARIZPE,GUADALAJARA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,9750,3.5,,,12,,
Octubre,2015,CO,ZS,RAMOS ARIZPE,ZACATECAS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,6300,3.5,,,5,,
Octubre,2015,CO,ZS,RAMOS ARIZPE,ZACATECAS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,6000,3.5,,,5,,
Octubre,2015,CO,SP,RAMOS ARIZPE,SAN LUIS POTOSI,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,7500,3.5,,,7,,
Octubre,2015,CO,CO,RAMOS ARIZPE,TORREON,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,4500,3.5,,,4,,
Octubre,2015,CO,NL,RAMOS ARIZPE,MONTERREY,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,3000,3.5,,,1.5,,
Octubre,2015,CO,TM,RAMOS ARIZPE,REYNOSA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,5250,3.5,,,4,,
Octubre,2015,CO,TM,RAMOS ARIZPE,MATAMOROS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,6750,3.5,,,5,,
Octubre,2015,CO,TM,RAMOS ARIZPE,NUEVO LAREDO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,5250,3.5,,,4,,
Octubre,2015,CO,MS,TORREON,CUERNAVACA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,18000,3.5,,,12,,
Octubre,2015,CO,DF,TORREON,CIUDAD DE MEXICO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,16500,3.5,,,14,,
Octubre,2015,CO,TL,TORREON,TLAXCALA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,18000,3.5,,,30,,
Octubre,2015,CO,QO,TORREON,QUERETARO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12750,3.5,,,21,,
Octubre,2015,CO,GT,TORREON,CELAYA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12300,3.5,,,11,,
Octubre,2015,CO,GT,TORREON,SILAO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,10500,3.5,,,10,,
Octubre,2015,CO,GT,TORREON,LEON,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,10500,3.5,,,9,,
Octubre,2015,CO,GT,TORREON,GUANAJUATO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,11250,3.5,,,10,,
Octubre,2015,CO,JC,TORREON,GUADALAJARA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12300,3.5,,,11,,
Octubre,2015,CO,ZS,TORREON,ZACATECAS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,8250,3.5,,,6,,
Octubre,2015,CO,ZS,TORREON,ZACATECAS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,7500,3.5,,,6,,
Octubre,2015,CO,SP,TORREON,SAN LUIS POTOSI,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,10500,3.5,,,8.5,,
Octubre,2015,CO,CO,TORREON,RAMOS ARIZPE,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,6750,3.5,,,4,,
Octubre,2015,CO,NL,TORREON,MONTERREY,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,4500,3.5,,,5,,
Octubre,2015,CO,TM,TORREON,REYNOSA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,9750,3.5,,,4,,
Octubre,2015,CO,TM,TORREON,MATAMOROS,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,10500,3.5,,,10,,
Octubre,2015,CO,TM,TORREON,NUEVO LAREDO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,10500,3.5,,,9,,
Octubre,2015,DG,MS,GOMEZ PALACIO,CUERNAVACA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,18000,3.5,,,15,,
Octubre,2015,DG,DF,GOMEZ PALACIO,CIUDAD DE MEXICO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,16500,3.5,,,14,,
Octubre,2015,DG,TL,GOMEZ PALACIO,TLAXCALA,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,18000,3.5,,,16,,
Octubre,2015,DG,QO,GOMEZ PALACIO,QUERETARO,AUTO EXPRESS LA SILLA SA DE CV,3.5 TON,,Sencillo,12750,3.5,,,11,,
