Mes,A_o,Estado Origen,Estado Destino,Ciudad Origen,Ciudad Destino,Compa_ia Transportadora,Tipo de Transporte,Tipo de combustible usado,Tipo de Movimiento,Costo(Pesos),Carga Maxima(TON),Rendimiento por litro,Costo del diesel,Tiempo en Transito,,
Julio,2015,NL,CO,MONTERREY,RAMOS ARIZPE,TRANSPORTES REISEN,48FT/53FT,Diesel ,Sencillo,3600,22,2.65,12.24,2,,
Julio,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES REISEN,3.5 TON,,Sencillo,400,3.5,,,1,,
Julio,2015,NL,CO,MONTERREY,RAMOS ARIZPE,TRANSPORTES REISEN,48FT/53FT,Diesel ,Sencillo,4500,22,2.65,12.24,2,,
Julio,2015,CO,DF,RAMOS ARIZPE,CIUDAD DE MEXICO,TRANSPORTES REISEN,48FT/53FT,Diesel ,Redondo,22950,22,2.65,12.24,15,,
Julio,2015,CO,NL,RAMOS ARIZPE,MONTERREY,TRANSPORTES REISEN,RABON,Diesel ,Redondo,3840,10,3.5,12.24,1.5,,
Julio,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES REISEN,3.5 TON,,Sencillo,480,3.5,,,1,,
Julio,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES REISEN,3.5 TON,,Sencillo,410,3.5,,,1,,
Julio,2015,CO,SP,RAMOS ARIZPE,SAN LUIS POTOSI,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,7500,10,3.5,12.24,7.5,,
Julio,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES REISEN,3.5 TON,,Sencillo,580,3.5,,,1,,
Julio,2015,CO,NL,RAMOS ARIZPE,MONTERREY,TRANSPORTES REISEN,3.5 TON,,Sencillo,1580,3.5,,,1,,
Julio,2015,CO,NL,RAMOS ARIZPE,MONTERREY,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,2600,10,3.5,12.24,1.5,,
Julio,2015,NL,CO,MONTERREY,RAMOS ARIZPE,TRANSPORTES REISEN,48FT/53FT,Diesel ,Sencillo,4800,22,2.65,12.24,2,,
Julio,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES REISEN,3.5 TON,,Sencillo,720,3.5,,,1,,
Julio,2015,GT,NL,SILAO,MONTERREY,TRANSPORTES REISEN,48FT/53FT,Diesel ,Sencillo,12500,22,2.65,12.24,12,,
Julio,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES REISEN,3.5 TON,,Sencillo,800,3.5,,,1,,
Julio,2015,CO,QO,RAMOS ARIZPE,QUERETARO,TRANSPORTES REISEN,3.5 TON,,Sencillo,8500,3.5,,,9,,
Julio,2015,CO,NL,RAMOS ARIZPE,MONTERREY,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,2700,10,3.5,12.24,1.5,,
Julio,2015,CO,NL,RAMOS ARIZPE,MONTERREY,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,1560,10,3.5,12.24,1.5,,
Julio,2015,CO,QO,RAMOS ARIZPE,QUERETARO,TRANSPORTES REISEN,48FT/53FT,Diesel ,Redondo,15000,22,2.65,12.24,11,,
Julio,2015,GT,CO,IRAPUATO,RAMOS ARIZPE,TRANSPORTES REISEN,48FT/53FT,Diesel ,Sencillo,9250,22,2.65,12.24,9,,
Julio,2015,QO,CO,QUERETARO,RAMOS ARIZPE,TRANSPORTES REISEN,3.5 TON,,Sencillo,6350,3.5,,,10,,
Julio,2015,CO,NL,RAMOS ARIZPE,MONTERREY,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,1100,10,3.5,12.24,1.5,,
Julio,2015,GT,NL,SILAO,MONTERREY,TRANSPORTES REISEN,48FT/53FT,Diesel ,Sencillo,12500,22,2.65,12.24,12,,
Julio,2015,CO,NL,RAMOS ARIZPE,MONTERREY,TRANSPORTES REISEN,3.5 TON,,Sencillo,1450,3.5,,,1,,
Julio,2015,CO,NL,RAMOS ARIZPE,MONTERREY,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,2800,10,3.5,12.24,1.5,,
Julio,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES REISEN,48FT/53FT,Diesel ,Redondo,1800,22,2.65,12.24,1,,
Julio,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,900,10,3.5,12.24,1,,
Julio,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,990,10,3.5,12.24,1,,
Julio,2015,NL,CO,MONTERREY,RAMOS ARIZPE,TRANSPORTES REISEN,RABON,Diesel ,Redondo,4200,10,3.5,12.24,1.5,,
Julio,2015,CO,QO,RAMOS ARIZPE,QUERETARO,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,12000,10,3.5,12.24,10,,
Julio,2015,CO,NL,RAMOS ARIZPE,MONTERREY,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,1800,10,3.5,12.24,1.5,,
Julio,2015,CO,NL,RAMOS ARIZPE,MONTERREY,TRANSPORTES REISEN,3.5 TON,,Sencillo,2340,3.5,,,1,,
Julio,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES REISEN,THORTON,Diesel ,Sencillo,1250,15,3,12.24,1,,
Julio,2015,CO,NL,RAMOS ARIZPE,MONTERREY,TRANSPORTES REISEN,48FT/53FT,Diesel ,Redondo,5000,22,2.65,12.24,2,,
Julio,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,800,10,3.5,12.24,1,,
Julio,2015,CO,NL,RAMOS ARIZPE,MONTERREY,TRANSPORTES REISEN,3.5 TON,,Sencillo,1560,3.5,,,1,,
Julio,2015,NL,CO,MONTERREY,RAMOS ARIZPE,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,2500,10,3.5,12.24,1.5,,
Julio,2015,NL,CO,MONTERREY,RAMOS ARIZPE,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,2500,10,3.5,12.24,1.5,,
Julio,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES REISEN,THORTON,Diesel ,Sencillo,990,15,3,12.24,1,,
Julio,2015,NL,CO,MONTERREY,RAMOS ARIZPE,TRANSPORTES REISEN,3.5 TON,,Sencillo,1560,3.5,,,2,,
Julio,2015,CO,NL,RAMOS ARIZPE,MONTERREY,TRANSPORTES REISEN,48FT/53FT,Diesel ,Redondo,5000,22,2.65,12.24,2,,
Julio,2015,CO,QO,RAMOS ARIZPE,QUERETARO,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,8500,10,3.5,12.24,10,,
Julio,2015,CO,CH,RAMOS ARIZPE,CIUDAD JUAREZ,TRANSPORTES REISEN,3.5 TON,,Sencillo,16213,3.5,,,22,,
Julio,2015,CO,CH,RAMOS ARIZPE,CIUDAD JUAREZ,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,16351,10,3.5,12.24,23,,
Julio,2015,QO,NL,QUERETARO,MONTERREY,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,6400,10,3.5,12.24,11,,
Julio,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,1000,10,3.5,12.24,1,,
Julio,2015,CO,CH,RAMOS ARIZPE,CIUDAD JUAREZ,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,16213,10,3.5,12.24,23,,
Julio,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES REISEN,3.5 TON,,Sencillo,990,3.5,,,1,,
Julio,2015,CO,CH,RAMOS ARIZPE,CIUDAD JUAREZ,TRANSPORTES REISEN,3.5 TON,,Sencillo,15248,3.5,,,22,,
Julio,2015,CO,CH,RAMOS ARIZPE,CIUDAD JUAREZ,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,16112,10,3.5,12.24,23,,
Julio,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES REISEN,3.5 TON,,Sencillo,480,3.5,,,1,,
Julio,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES REISEN,3.5 TON,,Sencillo,2340,3.5,,,1,,
Julio,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES REISEN,3.5 TON,,Sencillo,850,3.5,,,1,,
Julio,2015,CO,CO,RAMOS ARIZPE,PIEDRAS NEGRAS,TRANSPORTES REISEN,RABON,Diesel ,Redondo,7820,10,3.5,12.24,10.5,,
Julio,2015,CO,VZ,RAMOS ARIZPE,VERACRUZ,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,13250,10,3.5,12.24,25,,
Julio,2015,CO,EM,RAMOS ARIZPE,TLALNEPANTLA,TRANSPORTES REISEN,3.5 TON,,Sencillo,13885,3.5,,,11,,
Julio,2015,SP,CO,SAN LUIS POTOSI,RAMOS ARIZPE,TRANSPORTES REISEN,3.5 TON,,Sencillo,5150,3.5,,,7,,
Julio,2015,CO,CH,RAMOS ARIZPE,CIUDAD JUAREZ,TRANSPORTES REISEN,3.5 TON,,Sencillo,16012,3.5,,,22,,
Julio,2015,CO,CO,RAMOS ARIZPE,PIEDRAS NEGRAS,TRANSPORTES REISEN,3.5 TON,,Sencillo,6000,3.5,,,6,,
Julio,2015,CO,CO,RAMOS ARIZPE,TORREON,TRANSPORTES REISEN,3.5 TON,,Sencillo,4900,3.5,,,4,,
Julio,2015,CO,TM,RAMOS ARIZPE,MATAMOROS,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,7700,10,3.5,12.24,6,,
Julio,2015,CO,CH,RAMOS ARIZPE,CIUDAD JUAREZ,TRANSPORTES REISEN,3.5 TON,,Sencillo,16351,3.5,,,22,,
Julio,2015,NL,CO,MONTERREY,RAMOS ARIZPE,TRANSPORTES REISEN,48FT/53FT,Diesel ,Sencillo,2500,22,2.65,12.24,2,,
Julio,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,850,10,3.5,12.24,1,,
Julio,2015,NL,CO,MONTERREY,RAMOS ARIZPE,TRANSPORTES REISEN,48FT/53FT,Diesel ,Redondo,5000,22,2.65,12.24,2,,
Julio,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES REISEN,3.5 TON,,Sencillo,450,3.5,,,1,,
Julio,2015,NL,CO,MONTERREY,RAMOS ARIZPE,TRANSPORTES REISEN,3.5 TON,,Sencillo,2340,3.5,,,2,,
Julio,2015,CO,NL,RAMOS ARIZPE,MONTERREY,TRANSPORTES REISEN,RABON,Diesel ,Redondo,3900,10,3.5,12.24,1.5,,
Julio,2015,CO,QO,RAMOS ARIZPE,QUERETARO,TRANSPORTES REISEN,3.5 TON,,Redondo,12250,3.5,,,9,,
Julio,2015,CO,CH,RAMOS ARIZPE,CIUDAD JUAREZ,TRANSPORTES REISEN,3.5 TON,,Sencillo,16521,3.5,,,22,,
Julio,2015,CO,CH,RAMOS ARIZPE,CIUDAD JUAREZ,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,16128,10,3.5,12.24,23,,
Julio,2015,CO,CH,RAMOS ARIZPE,CIUDAD JUAREZ,TRANSPORTES REISEN,3.5 TON,,Sencillo,16282,3.5,,,22,,
Julio,2015,CO,DF,RAMOS ARIZPE,CIUDAD DE MEXICO,TRANSPORTES REISEN,RABON,Diesel ,sencillo,13885,10,3.5,12.24,20,,
Julio,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES REISEN,3.5 TON,,Sencillo,750,3.5,,,1,,
Julio,2015,EM,CO,TLALNEPANTLA,RAMOS ARIZPE,TRANSPORTES REISEN,3.5 TON,,Sencillo,11500,3.5,,,12,,
Julio,2015,CO,CH,RAMOS ARIZPE,CIUDAD JUAREZ,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,17210,10,3.5,12.24,23,,
Julio,2015,CO,CO,RAMOS ARIZPE,PIEDRAS NEGRAS,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,6000,10,3.5,12.24,10.5,,
Julio,2015,CO,NL,RAMOS ARIZPE,MONTERREY,TRANSPORTES REISEN,3.5 TON,,Sencillo,2700,3.5,,,1,,
Julio,2015,CO,NL,RAMOS ARIZPE,MONTERREY,TRANSPORTES REISEN,3.5 TON,,Sencillo,1800,3.5,,,1,,
Julio,2015,NL,CO,MONTERREY,RAMOS ARIZPE,TRANSPORTES REISEN,3.5 TON,,Sencillo,1560,3.5,,,2,,
Julio,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES REISEN,48FT/53FT,Diesel ,Redondo,2500,22,2.65,12.24,1,,
Julio,2015,CO,PL,RAMOS ARIZPE,PUEBLA,TRANSPORTES REISEN,RABON,Diesel ,Redondo,28500,10,3.5,12.24,20,,
Julio,2015,SP,CO,SAN LUIS POTOSI,RAMOS ARIZPE,TRANSPORTES REISEN,3.5 TON,,Sencillo,5520,3.5,,,7,,
Julio,2015,CO,CO,RAMOS ARIZPE,PIEDRAS NEGRAS,TRANSPORTES REISEN,3.5 TON,,Sencillo,7900,3.5,,,6,,
Julio,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES REISEN,THORTON,Diesel ,Sencillo,800,15,3,12.24,1,,
Julio,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES REISEN,48FT/53FT,Diesel ,Redondo,2000,22,2.65,12.24,1,,
Julio,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES REISEN,3.5 TON,,Redondo,1200,3.5,,,1,,
Julio,2015,NL,CO,MONTERREY,RAMOS ARIZPE,TRANSPORTES REISEN,48FT/53FT,Diesel ,Sencillo,2560,22,2.65,12.24,2,,
Julio,2015,CO,TM,RAMOS ARIZPE,REYNOSA,TRANSPORTES REISEN,RABON,Diesel ,Redondo,7500,10,3.5,12.24,5,,
Julio,2015,CO,CO,RAMOS ARIZPE,RAMOS ARIZPE,TRANSPORTES REISEN,3.5 TON,,Sencillo,900,3.5,,,1,,
Julio,2015,DF,CO,CIUDAD DE MEXICO,RAMOS ARIZPE,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,8500,10,3.5,12.24,20,,
Julio,2015,GT,CO,IRAPUATO,RAMOS ARIZPE,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,10000,10,3.5,12.24,10,,
Julio,2015,GT,CO,IRAPUATO,RAMOS ARIZPE,TRANSPORTES REISEN,RABON,Diesel ,Sencillo,10000,10,3.5,12.24,10,,
Agosto,2015,CH,CH,CHIHUAHUA,CIUDAD JUAREZ,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,11650,22,2.65,12.24,6,,
Agosto,2015,CO,TM,TORREON,NUEVO LAREDO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,13000,22,2.65,12.24,10,,
Agosto,2015,CH,NL,CIUDAD JUAREZ,MONTERREY,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,38000,22,2.65,12.24,26,,
Agosto,2015,QO,NL,QUERETARO,MONTERREY,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,14300,22,2.65,12.24,12,,
Agosto,2015,CO,SP,RAMOS ARIZPE,SAN LUIS POTOSI,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,9215,22,2.65,12.24,8,,
Agosto,2015,EM,SP,TOLUCA,SAN LUIS POTOSI,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,7480,22,2.65,12.24,5,,
Agosto,2015,GT,SP,SILAO,SAN LUIS POTOSI,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,3900,22,2.65,12.24,4,,
Agosto,2015,JC,SP,GUADALAJARA,SAN LUIS POTOSI,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,7580,22,2.65,12.24,6,,
Agosto,2015,PL,SP,PUEBLA,SAN LUIS POTOSI,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,10560,22,2.65,12.24,10,,
Agosto,2015,QO,SP,QUERETARO,SAN LUIS POTOSI,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,3760,22,2.65,12.24,4,,
Agosto,2015,TM,SP,NUEVO LAREDO,SAN LUIS POTOSI,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,8520,22,2.65,12.24,15,,
Agosto,2015,CH,CH,CHIHUAHUA,CIUDAD JUAREZ,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,8150,22,2.65,12.24,6,,
Agosto,2015,PL,SP,PUEBLA,SAN LUIS POTOSI,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,14500,22,2.65,12.24,10,,
Agosto,2015,PL,SP,PUEBLA,SAN LUIS POTOSI,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,17800,22,2.65,12.24,10,,
Agosto,2015,NL,EM,MONTERREY,TOLUCA,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,14200,22,2.65,12.24,18,,
Agosto,2015,SP,SR,SAN LUIS POTOSI,HERMOSILLO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,14200,22,2.65,12.24,40,,
Agosto,2015,SP,JC,SAN LUIS POTOSI,GUADALAJARA,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,12000,22,2.65,12.24,8,,
Agosto,2015,SP,CH,SAN LUIS POTOSI,CHIHUAHUA,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,30000,22,2.65,12.24,24,,
Agosto,2015,GT,SP,LEON,SAN LUIS POTOSI,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,7500,22,2.65,12.24,4,,
Agosto,2015,QO,SP,QUERETARO,SAN LUIS POTOSI,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,6300,22,2.65,12.24,4,,
Agosto,2015,CO,SP,RAMOS ARIZPE,SAN LUIS POTOSI,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,12000,22,2.65,12.24,8,,
Agosto,2015,CO,SP,RAMOS ARIZPE,SAN LUIS POTOSI,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,13500,22,2.65,12.24,8,,
Agosto,2015,CO,SP,RAMOS ARIZPE,SAN LUIS POTOSI,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,13500,22,2.65,12.24,8,,
Agosto,2015,GT,SP,LEON,SAN LUIS POTOSI,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,6500,22,2.65,12.24,4,,
Agosto,2015,NL,DF,MONTERREY,CIUDAD DE MEXICO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,22500,22,2.65,12.24,18,,
Agosto,2015,NL,QO,MONTERREY,QUERETARO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,18000,22,2.65,12.24,12,,
Agosto,2015,NL,PL,MONTERREY,PUEBLA,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,26000,22,2.65,12.24,18,,
Agosto,2015,NL,SP,MONTERREY,SAN LUIS POTOSI,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,14500,22,2.65,12.24,10,,
Agosto,2015,JC,NL,GUADALAJARA,MONTERREY,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,19800,22,2.65,12.24,19,,
Agosto,2015,DF,NL,CIUDAD DE MEXICO,MONTERREY,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,28000,22,2.65,12.24,20,,
Agosto,2015,QO,CH,QUERETARO,CHIHUAHUA,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,33000,22,2.65,12.24,24,,
Agosto,2015,QO,TM,QUERETARO,NUEVO LAREDO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,26000,22,2.65,12.24,16,,
Agosto,2015,CH,NL,CIUDAD JUAREZ,MONTERREY,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,43200,22,2.65,12.24,26,,
Agosto,2015,NL,GT,MONTERREY,SILAO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,21000,22,2.65,12.24,14,,
Agosto,2015,TM,JC,NUEVO LAREDO,GUADALAJARA,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,19000,22,2.65,12.24,18,,
Agosto,2015,DF,CH,CIUDAD DE MEXICO,CIUDAD JUAREZ,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,47500,22,2.65,12.24,42,,
Agosto,2015,TM,CH,NUEVO LAREDO,CHIHUAHUA,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,26000,22,2.65,12.24,18,,
Agosto,2015,GT,JC,SILAO,GUADALAJARA,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,14000,22,2.65,12.24,5,,
Agosto,2015,SP,JC,SAN LUIS POTOSI,GUADALAJARA,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,16800,22,2.65,12.24,8,,
Septiembre,2015,CH,CH,CHIHUAHUA,CIUDAD JUAREZ,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,11650,22,2.65,12.24,6,,
Septiembre,2015,CO,TM,TORREON,NUEVO LAREDO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,13000,22,2.65,12.24,10,,
Septiembre,2015,CH,NL,CIUDAD JUAREZ,MONTERREY,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,38000,22,2.65,12.24,26,,
Septiembre,2015,QO,NL,QUERETARO,MONTERREY,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,14300,22,2.65,12.24,12,,
Septiembre,2015,CO,SP,RAMOS ARIZPE,SAN LUIS POTOSI,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,9215,22,2.65,12.24,8,,
Septiembre,2015,EM,SP,TOLUCA,SAN LUIS POTOSI,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,7480,22,2.65,12.24,5,,
Septiembre,2015,GT,SP,SILAO,SAN LUIS POTOSI,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,3900,22,2.65,12.24,4,,
Septiembre,2015,JC,SP,GUADALAJARA,SAN LUIS POTOSI,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,7580,22,2.65,12.24,6,,
Septiembre,2015,PL,SP,PUEBLA,SAN LUIS POTOSI,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,10560,22,2.65,12.24,10,,
Septiembre,2015,QO,SP,QUERETARO,SAN LUIS POTOSI,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,3760,22,2.65,12.24,4,,
Septiembre,2015,TM,SP,NUEVO LAREDO,SAN LUIS POTOSI,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,8520,22,2.65,12.24,15,,
Septiembre,2015,CH,CH,CHIHUAHUA,CIUDAD JUAREZ,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,8150,22,2.65,12.24,6,,
Septiembre,2015,PL,SP,PUEBLA,SAN LUIS POTOSI,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,14500,22,2.65,12.24,10,,
Septiembre,2015,PL,SP,PUEBLA,SAN LUIS POTOSI,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,17800,22,2.65,12.24,10,,
Septiembre,2015,NL,EM,MONTERREY,TOLUCA,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,14200,22,2.65,12.24,18,,
Septiembre,2015,SP,SR,SAN LUIS POTOSI,HERMOSILLO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,14200,22,2.65,12.24,40,,
Septiembre,2015,SP,JC,SAN LUIS POTOSI,GUADALAJARA,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,12000,22,2.65,12.24,8,,
Septiembre,2015,SP,CH,SAN LUIS POTOSI,CHIHUAHUA,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,30000,22,2.65,12.24,24,,
Septiembre,2015,GT,SP,LEON,SAN LUIS POTOSI,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,7500,22,2.65,12.24,4,,
Septiembre,2015,QO,SP,QUERETARO,SAN LUIS POTOSI,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,6300,22,2.65,12.24,4,,
Septiembre,2015,CO,SP,RAMOS ARIZPE,SAN LUIS POTOSI,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,12000,22,2.65,12.24,8,,
Septiembre,2015,CO,SP,RAMOS ARIZPE,SAN LUIS POTOSI,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,13500,22,2.65,12.24,8,,
Septiembre,2015,CO,SP,RAMOS ARIZPE,SAN LUIS POTOSI,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,13500,22,2.65,12.24,8,,
Septiembre,2015,GT,SP,LEON,SAN LUIS POTOSI,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,6500,22,2.65,12.24,4,,
Septiembre,2015,NL,DF,MONTERREY,CIUDAD DE MEXICO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,22500,22,2.65,12.24,18,,
Septiembre,2015,NL,QO,MONTERREY,QUERETARO,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,18000,22,2.65,12.24,12,,
Septiembre,2015,NL,PL,MONTERREY,PUEBLA,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,26000,22,2.65,12.24,18,,
Septiembre,2015,NL,SP,MONTERREY,SAN LUIS POTOSI,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,14500,22,2.65,12.24,10,,
Septiembre,2015,JC,NL,GUADALAJARA,MONTERREY,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,19800,22,2.65,12.24,19,,
Septiembre,2015,DF,NL,CIUDAD DE MEXICO,MONTERREY,TRANSPORTES LARMEX S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,28000,22,2.65,12.24,20,,
